Hackathon ID,Hackathon,Hackathon Slug,Project Title,Project Description,Project Link,Participants Count,Likes,Comments,Gallery URL
22889,Hackaton Académica de Ethereum,hackaton-academica-ethereum,EcoToken,"EcoToken is a project to promote sustainability through recycling. By depositing recyclable materials at green points, participants earn a digital reward.",https://devpost.com/software/ecotoken,3,2,0,https://hackaton-academica-ethereum.devpost.com/project-gallery?page=1
22889,Hackaton Académica de Ethereum,hackaton-academica-ethereum,Torogoz-Auth,"TorogozAuth: Títulos inalterables en blockchain, verificación global en segundos y costos bajos. Validamos credenciales y confianza, liderando la nueva era de autenticidad digital.",https://devpost.com/software/torogoz-auth-g5fdnr,1,2,0,https://hackaton-academica-ethereum.devpost.com/project-gallery?page=1
22889,Hackaton Académica de Ethereum,hackaton-academica-ethereum,TorogozAuth,"Títulos inalterables en blockchain, verificación global en segundos y costos bajos. Validamos credenciales y confianza, liderando la nueva era de autenticidad digital.",https://devpost.com/software/torogozauth,4,6,1,https://hackaton-academica-ethereum.devpost.com/project-gallery?page=1
22889,Hackaton Académica de Ethereum,hackaton-academica-ethereum,Indian Foods and Cuisines and Recipe,It had Cooking Video,https://devpost.com/software/shipping-and-tracking-website-wfo794,1,1,1,https://hackaton-academica-ethereum.devpost.com/project-gallery?page=1
22889,Hackaton Académica de Ethereum,hackaton-academica-ethereum,Universal Shard,"Universal Shard Project: Integramos renta básica, blockchain y gobernanza descentralizada para crear comunidades autosustentables. Transformamos participación en valor y colaboración en progreso.",https://devpost.com/software/universal-shard,3,6,0,https://hackaton-academica-ethereum.devpost.com/project-gallery?page=1
22889,Hackaton Académica de Ethereum,hackaton-academica-ethereum,NexusHUB,Bridging the Gap Between Aspiring Developers and IT Mentors for Success.,https://devpost.com/software/nexushub-qjha68,1,2,2,https://hackaton-academica-ethereum.devpost.com/project-gallery?page=1
22889,Hackaton Académica de Ethereum,hackaton-academica-ethereum,CarbonMint,"Ecología y rentabilidad, uniendo blockchain con sostenibilidad.",https://devpost.com/software/carbonmint,4,6,0,https://hackaton-academica-ethereum.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,Skill Exchange,"Connecting neighbors to share skills, learn new ones, and build a stronger community!",https://devpost.com/software/skill-exchange,2,4,1,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,SCHOLAR-AI-PRO,"""Empowering Every Student Through AI-Driven Learning""",https://devpost.com/software/scholar-ai-pro-ep5xzq,1,0,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,Devflow,Boon for student developers,https://devpost.com/software/devflow-51lehy,2,0,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,SchoolPool,Helping schools by arranging rides for students in need while also helping to reduce pollution.,https://devpost.com/software/schoolpool-kqj5og,1,1,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,Nayan,Limitless Learning for the Visually Impaired.,https://devpost.com/software/nayan-l8tosm,1,2,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,EduFast,Notes.Flashcards.Quizzes.Dubbed Videos.All in <10s with a sleek UI,https://devpost.com/software/edufast-8nsock,3,2,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,Nature-Nest,Nature Nest: Nurturing a Greener Tomorrow,https://devpost.com/software/nature-nest-ovy1j5,1,2,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,Likita,System for Remote and Efficient Rural Health care service,https://devpost.com/software/likita,1,4,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,Scroller,The Tik-Tok for Education,https://devpost.com/software/scroller-q71yat,2,2,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,Party Planning for Teachers,"Teachers are the heart of every community, so it's imperative that we give them our support. I created a practical, straight-forward tool to assist teachers with coordinating their class parties.",https://devpost.com/software/party-planning-for-teachers,1,0,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,Donatobot,Donatobot is the AI chatbot that can be used for any non-profit organization which can't afford to hire an AI developer.,https://devpost.com/software/donatobot-ujsmqv,1,1,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,BHARAT DARSHAN,"As access to India's monuments declines, people miss its history, and artisans struggle. A solution is needed to reconnect with landmarks and support artisans through donations and NFTs.",https://devpost.com/software/bharat-darshan,3,2,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,BuddyConnect,"Looking for someone to join you at an event? Simply list the event you want to attend on BuddyConnect, and find a buddy to share the experience with. No more feeling lonely at events!",https://devpost.com/software/buddyconnect,1,0,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,ALCademy - Where Education Meet Innovation,Transform Your Learning Experience with AI-Enhanced Templates !,https://devpost.com/software/alcademy-where-education-meet-innovation,1,0,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,StudyIQ,"""Turning Notes into Insightful Knowledge""",https://devpost.com/software/learnsql,0,2,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,LearnSphere,Immersive learning with 3D experience,https://devpost.com/software/learnsphere-9zykgd,4,1,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,QuizMaster,"Outsmart, Outplay, Outlearn",https://devpost.com/software/quizmaster-k728ya,1,1,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,FarmerConnect,"Empowering farmers with AI-driven crop recommendations, real-time weather insights",https://devpost.com/software/farmerconnect,1,3,2,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,Edunexus AI: A new version of studywise,"Advanced education with AI personalized learning bots. Get tailored roadmaps, interactive quizzes, and real-time feedback to achieve your goals efficiently, guided by your own AI-powered tutor.",https://devpost.com/software/edunexus-ai-a-new-version-of-studywise,1,3,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,PosturePal – Your Personal AI Fitness Coach,"PosturePal is a smart fitness platform offering real-time posture correction, rep counting, and motivation to help you stay active and healthy. Stay fit and connected with PosturePal!",https://devpost.com/software/posturepal-your-personal-ai-fitness-coach,0,0,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,AI Decentralized Escrow,Decentralized Escrow with AI-Powered Dispute Resolution,https://devpost.com/software/ai-decentralized-escrow,2,0,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,Krishi,"Krishi: Cultivating Connections, Empowering Farmers with Tools and Opportunities.",https://devpost.com/software/cancercare-a4i8uw,1,2,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,EduAce,"A voice assisted Gen AI app offering personalized topic explanation, adaptive quizzes, AI QPs, proctored self testing with automated grading and feedback.",https://devpost.com/software/eduace-nq0gcd,1,0,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,CancerCare,Revolutionizing early cancer detection with AI-powered imaging and genomic insights,https://devpost.com/software/cancercare-qzlfen,1,3,0,https://aaeducation.devpost.com/project-gallery?page=1
22392,American Allegiance of Education,aaeducation,VoiceMate,Effortlessly transform text into human-like audio!,https://devpost.com/software/pdf-voicemate,1,0,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,MomsConnect,MomsConnect: Your Trusted Companion for Every Step of Motherhood,https://devpost.com/software/momsconnect-zkr4sj,1,1,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Active+,The better health app for the current generation,https://devpost.com/software/active-ckvpr0,0,4,2,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Mindful - Mental Health App,"Mindful is a mental wellness app designed to support users in managing stress and anxiety. Powered by advanced AI, it offers personalized advice and a soothing music player for relaxation.",https://devpost.com/software/mindful-mental-health-app,1,1,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,MediaFusion,A Multi-agent AI Assistant for Seamless Content Retrieval and Generation,https://devpost.com/software/ai-chat-assistant,0,2,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,blogAI,Redefining the way we blog,https://devpost.com/software/blogai,2,2,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Student Assist,"A Rewarding Social Networking System Connecting Students Volunteers who want to educate and share knowledge with other Students on Academics/Studies powered by ChatGPT/OpenAI, Google Gemini AI",https://devpost.com/software/student-assist-xzy69d,0,0,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,MindTrack,Your personal mental well-being companion.,https://devpost.com/software/mindtrack-mu9ijy,0,0,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,StarSchool,School Management Application,https://devpost.com/software/starschool-kuylrj,0,0,1,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,UFANISI SHOP DASHBOARD,Are you a shop owner and can't get your buys and sells in order?,https://devpost.com/software/ufanisi-shop-dashboard-we6yd4,1,0,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Digital Transformation for Hospital Data Management,"Transforming healthcare with digital precision: Streamline data management, enhance decision-making, and improve patient care through our innovative digitization and analysis solutions.",https://devpost.com/software/digital-transformation-for-hospital-data-management,1,0,1,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Derives Manager,"""Derive Manager: Simplifying Calculations, Enhancing Precision.""",https://devpost.com/software/derives-manager,1,0,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Centsify,"Centsify: Gamified financial education at your fingertips. Learn, practice, and master money skills through fun, interactive lessons and AI support.",https://devpost.com/software/centsify,2,1,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,PXReader,PXReader is a free speed reading web app that teaches you how to speed read in less than 15 minutes! It's based on the PX Method developed by Tim Ferriss in partnership with Harvard University.,https://devpost.com/software/pxreader,1,0,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Aware,A scam detection web app that helps senior citizens identify potential scams in texts and images using AI.,https://devpost.com/software/aware-ino3ul,0,0,1,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Test,Test,https://devpost.com/software/fusionbite,1,0,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Greedy Queue,"Greedy Queue is a community-driven Q&A platform for students in schools and colleges. They can ask questions, answer others' queries, and share knowledge in a collaborative environment.",https://devpost.com/software/greedy-queue-v3seic,1,0,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Career Ark,"Supports users across multiple stages of their educational and professional journeys with career recommendations, a personalized AI assistant, a free assessment tool, roadmaps, and resume reviews.",https://devpost.com/software/career-ark,2,4,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,FlashGPT - Fastest AI,"FlashGPT delivers lightning-fast, intelligent responses with cutting-edge AI technology. Get instant answers, smart insights, and rapid solutions to your queries.",https://devpost.com/software/flashgpt-5iuo7h,1,8,1,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Quizzet,A simple quiz generating application which makes learning fun :),https://devpost.com/software/quizzet,0,1,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Auctioneer,Make auctioning systems at any event simple and easy to use,https://devpost.com/software/auctioneer-mzhxra,0,1,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,BreastGuard: Early Detection Breast Cancer Diagnosis App,"AI-powered app for fast and accurate breast cancer diagnosis, providing clear visual insights and predictions to assist medical students and professional as a tool for early detection analysis.",https://devpost.com/software/breastguard-early-detection-breast-cancer-diagnosis-app,2,1,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Virtual Health Care Clinic For Rural India,Transforming HealthCare,https://devpost.com/software/virtual-health-care-clinic-for-rural-india,1,0,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,Meal Mates,"Nourishing Communities, Serving Smiles and Ending Hunger",https://devpost.com/software/meal-mates-2ud40q,0,1,0,https://aaeducation.devpost.com/project-gallery?page=2
22392,American Allegiance of Education,aaeducation,MedAssist,Diagnostic errors cost lives. MedAssist is an AI that helps prevent those errors by providing doctors with comprehensive insights and a second opinion they can trust.,https://devpost.com/software/medassist-6psukt,1,1,0,https://aaeducation.devpost.com/project-gallery?page=3
22392,American Allegiance of Education,aaeducation,Food4All,"Introducing Food4ALL, an innovative app that predicts restaurant food orders to minimize surplus and food waste. Our app helps businesses save money while supporting local food banks.",https://devpost.com/software/food4all-eaq69p,2,0,0,https://aaeducation.devpost.com/project-gallery?page=3
22392,American Allegiance of Education,aaeducation,TechHub,Changing dynamics through tech!,https://devpost.com/software/techhub,1,0,0,https://aaeducation.devpost.com/project-gallery?page=3
22392,American Allegiance of Education,aaeducation,SkillSync,"Unlock your career potential! Our beginner-friendly website offers a quiz, and resources to help you navigate your journey of a professional career!",https://devpost.com/software/skillsync-z8bi67,3,3,0,https://aaeducation.devpost.com/project-gallery?page=3
22392,American Allegiance of Education,aaeducation,Post Graduation Dissertation Management & Monitoring System,"Dynamic, convenient and responsive platform for managing and monitoring the Post Graduation Dissertation process.",https://devpost.com/software/post-graduation-dissertation-management-monitoring-system-vye89x,4,0,0,https://aaeducation.devpost.com/project-gallery?page=3
22392,American Allegiance of Education,aaeducation,LinkFactor,Healthcare platform that brings patients and healthcare providers closer together,https://devpost.com/software/linkfactor,0,0,0,https://aaeducation.devpost.com/project-gallery?page=3
22392,American Allegiance of Education,aaeducation,Markdoc,An integration/plugin for Astro(a framework like NextJS) that adds Markdoc(a syntactical extention of Markdown that is faster than MDX and improved AX and DX) SSR support,https://devpost.com/software/markdoc,1,2,1,https://aaeducation.devpost.com/project-gallery?page=3
22256,United Hacks V3,unitedhacksv3,DJ3000,"The DJ3000 is a futuristic robot from The Simpsons devised as a joke over 30 years ago. Today, we not only brought this far-fetched fantasy to life, but made it cheap and easy for anyone to use.",https://devpost.com/software/dj3000,3,3,1,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,PooPals,"Sometimes, you really gotta go but have nowhere to turn to. Poopals is a revolutionary web app that seeks to solve the crisis of finding a bathroom with the right amenities for you.",https://devpost.com/software/poopals,3,2,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,Mindful Bites - United + GHW,A mood-tracking app that delivers personalized food recipes tailored to your emotions.,https://devpost.com/software/mindful-bites,4,4,2,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,Acute Lymphoblastic Leukemia Detector,"While the State of the Art, AI models are helping us become more comfortable whether it be writing code or searching something, the need of the hour is to use this technology for disease detection.",https://devpost.com/software/acute-lymphoblastic-leukemia-detector,1,0,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,GameRecommend AI,Get game recommendations from AI by entering a game you like.,https://devpost.com/software/gamerecommend-ai,1,2,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,NameWhiz,"Often, we create files and forget to properly name or save them, leaving us with confusing filenames like ""Untitled Project"". Our project addresses scans untitled files and renames them",https://devpost.com/software/unnamed-file-namer,2,0,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,GiftSprint,Last-minute gifting solution that simplifies finding thoughtful gifts nearby.,https://devpost.com/software/giftsprint,4,3,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,Focus Fuse,"FocusFuse: Balance Your Screen, Embrace Your Life",https://devpost.com/software/focus-fuse,3,0,1,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,Hacks,Hackathon submission,https://devpost.com/software/emvoice,1,0,1,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,WealthWise,"WealthWise is an AI-powered mobile app that simplifies money management, focusing on future planning and tracking financial goals. It helps optimize financial decisions with ease.",https://devpost.com/software/wealthwise-zqys6r,3,1,3,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,StudyKing,An AI-Powered Study Tool to elevate your learning!!,https://devpost.com/software/studyking,2,1,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,Bixel,"Have you ever got up in the morning and feel just a but lost. You have no idea what the weather's going to be like, or how long your commute is? Pixel, lets you find all that info, all in one place!",https://devpost.com/software/bixel,4,2,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,MunchWatch,"Why spend precious lunch time looking for a video to eat with, when you have the top videos that others like you have eaten to. At the click of a button you can watch the top Munch'd videos.",https://devpost.com/software/munchwatch,2,1,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,Deep Dream Learning,Understand Your Dreams By Using AI,https://devpost.com/software/deep-dream-learning,2,2,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,AltKey,"""Alternative Key for a Quicker Route""",https://devpost.com/software/promptify-neao32,0,0,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,Critter Break,Your Companion for Healthy Screen Time!,https://devpost.com/software/critter-break,1,1,1,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,AviationHub,Your go to pilot resource tailored for aspiring pilots and aviation enthusiasts!,https://devpost.com/software/aviationhub-9cz8v6,1,0,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,Bot Verse,"🚀 Bot Verse A user-friendly platform for creating, sharing, and using AI chatbots. Built with Flask and Tailwind CSS, it helps students, gym-goers, home cooks, and everyday users solve tasks easily!",https://devpost.com/software/bot-verse,1,1,1,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,InternshipCoach,Internships Shouldn't Take Hundreds of Rejections,https://devpost.com/software/internshipcoach,1,0,0,https://unitedhacksv3.devpost.com/project-gallery?page=1
22256,United Hacks V3,unitedhacksv3,Swype AI,"Swype is an online application, transforming how people with motor-neurodegenerative diseases use their computer - from traditional keyboards and mice to gestures and voice commands.",https://devpost.com/software/swype-ai-ah3vpg,2,1,1,https://unitedhacksv3.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Virtual Hands,"Interactive 3D visualization system that uses real-time webcam-based hand tracking to allow users to interact with virtual objects through hand gestures using Flask, Three.js, Socket.IO, and MediaPipe",https://devpost.com/software/virtual-hands,4,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,AquaAlert,"Keep UMass’s hydration stations flowing with AquaAlert! Our smart tracking system ensures filters are replaced on time, delivering clean, fresh water to campus—effortlessly and efficiently.",https://devpost.com/software/aquaalert,3,4,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,GalaxAI,"The universe is calling to you. Since the dawn of humanity, eyes have stared up at the stars—united by wonder. What do the skies hide? Today, everything changes. With GalaxAI, the answer awaits.",https://devpost.com/software/black-hole-project,2,3,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,She Zone,She Speaks. She Inspires. She Wins. She Owns Her Zone.,https://devpost.com/software/she-zone,3,2,1,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Know Your Rights,"Know Your Rights empowers individuals by providing clear, accessible information about their rights if they are detained or questioned by law enforcement.",https://devpost.com/software/know-your-rights-zk68i7,1,4,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,PennyWise,"PennyWise helps students budget smarter, not harder—track expenses, manage loans, and save with ease, so your dreams can finally start making cents!",https://devpost.com/software/pennywise-3yka0v,6,8,1,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Bee Kind,A game that encourages you to help Bee Kind to the Bees!,https://devpost.com/software/bee-kind,2,3,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,EchoHands,EchoHands is an AI-powered interactive learning platform that uses real-time pose estimation to teach American Sign Language (ASL).,https://devpost.com/software/echohands,1,5,4,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,WoRLester,"Give your Reinforcement Learning agents their UMass street smarts, as we give them the opportunity to fight through the fray and find a seat at the infamous Worcester Dining Commons.",https://devpost.com/software/worlester,1,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Resonance,Resonance is an AI-powered music video generator that transforms any song into a stunning visual experience.,https://devpost.com/software/resonance-pnlhwm,2,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,CICS-Tracking-Sheet,An interactive display of the CICS-Tracking sheet,https://devpost.com/software/cics-tracking-sheet,3,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,play,a platformer game,https://devpost.com/software/play-m04cfv,1,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Platemate,"Platemate analyzes food images to estimate calorie content and macro distribution, helping users track their meals and maintain their health effortlessly.",https://devpost.com/software/platemate-dgbx6l,1,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Indo-European Language Family Tree & Etymology Explorer,Explore word origins and linguistic roots with an AI-powered interactive language family tree.,https://devpost.com/software/indo-european-language-family-tree-etymology-explorer,3,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,UAttend,"Effortless Attendance, Seamless Success!",https://devpost.com/software/uattend-u5wi7d,6,1,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Lume,"Where there is smoke, there is fire!",https://devpost.com/software/lume,3,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,WPI_Hackher413,Quicksend your resume,https://devpost.com/software/wpi_hackher413-dmyeh7,3,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Course Recommendation Chatbot,A chatbot to suggest courses to fulfill your academic requirements.,https://devpost.com/software/course-recommendation-chatbot,2,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,UMass Junction,"UMass Amherst Events App – Discover, register, and favorite campus events with ease! Stay updated, never miss out, and connect with your community—all in one sleek, user-friendly app! 📲🔥",https://devpost.com/software/umass-junction,4,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Daily Mood Journal,A daily mood journal to reflect on your own experiences and track your mood.,https://devpost.com/software/change-later-1cywgq,4,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Real(ish) Time Weather,Get real-time weather for cities around the world,https://devpost.com/software/real-ish-time-weather,1,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Quizzlr,A regenerated Kahoot-style web app for educational content that allows students to create flashcards in a simple manner.,https://devpost.com/software/quizzlr,3,0,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,DeFaux Data Detector,"A prototype for the future of unaltered, secure data.",https://devpost.com/software/dookie-data-detector,5,1,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Kiki Cat Cam,A social media app to post pictures of your cat or stray cats in your area.,https://devpost.com/software/kiki-cat-cam,4,2,0,https://hackher413.devpost.com/project-gallery?page=1
23748,Hack(H)er413 2025,hackher413,Divvy,"Meet Divvy, your bill divvying assistant!",https://devpost.com/software/divvy-tbqael,2,2,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,Contagion,Simulating viral transmission under vaccination and quarantine.,https://devpost.com/software/contagion-wy62o9,2,3,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,adminisAI,"""AI-Powered Content Moderation: Smarter, Safer, Faster."" 🚀",https://devpost.com/software/adminisai,2,1,1,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,Lost and Found Webpage,Lost it? Found it? Connect Here!,https://devpost.com/software/lost-and-found-webpage,6,0,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,Gitcoin,Blockchains on Github,https://devpost.com/software/gitcoin-8i4o1k,5,4,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,ScholarQuest,"Gamify your college journey at UMass, track your progress, and unlock achievements as you explore campus life!",https://devpost.com/software/scholarquest,2,0,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,FareShare,"FareShare transforms your daily commute into a social experience! Connect with fellow travellers, share rides across various transport modes, and build new friendships—all while saving time and money.",https://devpost.com/software/fareshare-n47d5z,4,0,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,Habit Rabbit,"They say it takes 21 days to build a habit... With the help of an Arduino board, a button, a buzzer, a website, Habit Rabbit creates a fun way to build long term habits, one hop at a time!",https://devpost.com/software/habit-rabbit-1epo6x,2,2,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,Bright,Generate music you can see,https://devpost.com/software/bright-6dcfq4,1,0,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,UMass CycleQuest,UMass CycleQuest - The Ultimate UMass Cycling Challenge! Ready to transform your UMass bike rides into epic adventures? CycleQuest – where every route is a new challenge waiting to be conquered.,https://devpost.com/software/umass-cycling-routes,2,0,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,Fitness Tracker,A simple tracker that allows you to log miles walked and calories burned and plots it on a graph.,https://devpost.com/software/fitness-tracker-eoz4kb,1,0,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,Map Feature,"As a map framework/representation of the current state of educational system data, this project ended with two impacts: a shell for future researchers & a symbol of what data is currently available.",https://devpost.com/software/map-feature,4,2,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,Shady Business,A DIY grow light made with components from various maker spaces on campus!,https://devpost.com/software/shady-business,5,1,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,Clean Skincare,Refining your skincare routine,https://devpost.com/software/clean-skincare,3,1,0,https://hackher413.devpost.com/project-gallery?page=2
23748,Hack(H)er413 2025,hackher413,UMass Pest,a small website with more detail on common insect pests in Umass Dorms. Based on my own experiences in Sylvan sadly.,https://devpost.com/software/umass-pest,1,0,0,https://hackher413.devpost.com/project-gallery?page=2
